hand	tableId	playerCount	heroPosition	villainPosition	openerPosition	foldedPositions	activePositions	maxLivePlayers	heroHole	villainHole	board	heroAction	villainAction	heroNet	modelId	archetype	streetsPlayed	heroActions	villainActions	outcome
439	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d7s	5hAh	4c Qd 2h 7h Jh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Call|Call	tie
440	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7d9h	Th3s	2d 3d Td Kd 5s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Raise:2.50|Call|Raise:2.50|Fold|Fold|Fold	tie
441	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qc9s	8d2h	Ac 3d Td Kd 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Call|Raise:2.50|Call|Call	tie
442	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6cJd	7s9s	Jc Ac Kd 4h Th	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Raise:2.50|Fold|Call|Fold	tie
443	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	AhQs	JhQh	9c Tc 4d 4h Js	Raise:2.50	Fold	-11.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	4	Raise:2.50|Call|Call|Call|Fold	Fold|Call|Call|Fold|Fold|Call|Call|Raise:2.50|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Check|Raise:2.50|Call|Fold|Call	loss
444	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7dTd	KcAh	2c 2d 3h 7h 2s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Raise:2.50|Call|Raise:2.50|Fold|Fold|Call	tie
445	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	QdQh	6c5s	2d 4d Kh 3s 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Call|Raise:2.50|Raise:2.50	tie
446	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Jc5s	Kc7h	3c 5c 9h Th 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Call|Call|Raise:2.50|Call	tie
447	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4hKs	Kc9s	4c Qd Kd 6s Ts	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Fold|Call|Call|Raise:2.50|Call	tie
448	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5c9h	9cQh	4d 9d Jh 3s 6s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Raise:2.50|Raise:2.50|Fold|Fold	tie
449	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3h7h	2c9d	Jc Qc 6s 9s Ts	Call	Call	-1.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	2	Call|Fold	Call|Call|Call|Call|Fold|Call|Call|Check|Raise:2.50|Call|Fold|Call|Call|Call|Call	loss
450	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4h9h	9c3h	5c 5d Jd Kh Ts	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Raise:2.50|Raise:2.50|Call|Call|Call	tie
451	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6c3s	8d4s	4d 7d 9h Jh 5s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Call|Raise:2.50	tie
452	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qc4d	Jh2s	8c Ac 9h 3s 5s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Raise:2.50|Call|Call|Call|Call	tie
453	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ad3s	TcTs	5c Jc 7d 6h 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Raise:2.50|Raise:2.50|Call|Call	tie
454	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d5h	QcKh	Jc Kc 8h Ah 2s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Raise:2.50|Call|Call	tie
455	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d5d	6cQd	7d 5h 2s 8s Ts	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Raise:2.50|Fold|Fold|Raise:2.50|Call|Call	tie
456	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	AhQs	6d8h	3d 4d Jd 6h 9s	Raise:2.50	Call	-6.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	2	Raise:2.50|Fold	Call|Call|Call|Call|Raise:2.50|Call|Fold|Fold|Call|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call	loss
457	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Kh5s	Jc9h	4d Qd 8h 2s Qs	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Fold|Fold|Fold|Call|Raise:2.50	tie
458	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5dQh	QdJh	5c 4d 6d 6s 8s	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Raise:2.50|Call|Fold|Fold|Raise:2.50|Fold	tie
459	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7c5d	2c8h	5c 6d 9d Ad Qh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Raise:2.50|Call|Call|Call|Fold	tie
460	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5cAs	2d2s	8c Tc Jc Kc 3d	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Raise:2.50|Call	tie
461	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2c6s	5cTd	6c Jc 5d Kh Ts	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Call|Raise:2.50|Call|Call	tie
462	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5dAh	6cAc	7c Qh 2s 8s Qs	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Raise:2.50|Fold|Call|Fold|Fold	tie
463	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8c6d	Tc2s	Kd 2h 3h Kh Js	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Raise:2.50|Call	tie
464	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qd8h	9h8s	4c 7d Ah Qs Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Raise:2.50|Raise:2.50|Call	tie
465	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	JcAh	6d3h	Tc Ts Qs Ks As	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Raise:2.50|Call|Fold|Fold|Raise:2.50|Call	tie
466	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	TcKc	3c7d	2d Td 8h Ts Js	Raise:2.50	Call	84.5000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	4	Raise:2.50|Call|Call|Call|Call	Call|Call|Call|Fold|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Fold|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Raise:2.50|Fold|Call|Call|Call|Call	win
467	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7c8d	3s4s	4c 6h 7h 9s Ks	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Fold|Fold|Call	tie
468	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7c2h	9hQh	2c 8c 7h 2s 9s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Call|Call|Call|Call|Call	tie
469	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3hKh	8c4h	Td 5h 3s Qs As	Fold	Fold	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Fold|Fold|Fold|Call|Call|Call	tie
470	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qc2h	2c9c	3c 6c 5d 6h 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Call|Fold|Fold	tie
471	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4hTs	9h9s	9c Jd 3s 4s Js	Fold	Call	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Call|Fold|Raise:2.50|Fold|Call|Call	tie
472	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3cQs	5d8s	5c 6c 9c Ac 3h	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Raise:2.50|Fold|Call|Call	tie
473	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	JcAh	Qc5h	4c 7h 3s 7s 9s	Raise:2.50	Call	-8.5000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	4	Raise:2.50|Call|Raise:2.50|Fold	Call|Fold|Fold|Call|Call|Call|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Check|Call|Call|Call|Call|Call|Call|Check|Raise:2.50|Call|Call|Call|Call	loss
474	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6s8s	TdKh	Tc 7d 6h Th Jh	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Raise:2.50|Call|Call|Call	tie
475	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	5cAc	3d4h	9c 2d 4d Qd 7h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Raise:2.50|Fold|Raise:2.50	tie
476	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Tc2h	2c7h	3c 5c 8c 4d 9s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-tight@0.15)	1	Fold	Call|Fold|Fold|Call|Call|Call	tie
477	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2d6d	QdQh	Kc Ac Jd 9h Jh	Raise:2.50	Raise:2.50	-8.5000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	3	Raise:2.50|Call|Fold	Raise:2.50|Call|Call|Call|Call|Call|Call|Call|Call|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call|Fold|Call|Call|Fold|Raise:2.50|Call|Fold|Call|Call|Call	loss
478	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2c7h	4d2h	4c Qc Kd 9h 7s	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Raise:2.50|Fold|Call|Call|Call	tie
479	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Jd4h	8d5h	4c 8c Tc 7h 7s	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Raise:2.50|Call|Call	tie
480	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Td3s	4d2s	Jc Qc Ad 7h Qh	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Call|Raise:2.50|Call|Call|Raise:2.50|Call	tie
481	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6c4d	Kc5s	5c Ac Td Kd 2h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Raise:2.50|Call|Fold|Fold|Call	tie
482	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4cAc	Tc7d	9d 8h 5s 6s 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Raise:2.50|Raise:2.50|Call|Call|Call	tie
483	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	4d6s	3hTs	8c 5d Td Ad 6h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Raise:2.50|Fold|Fold|Fold|Call	tie
484	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Tc9s	8c8h	6h Ah 4s 5s Ks	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Call|Call|Call|Raise:2.50	tie
485	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Ac9h	QcQh	9c 7d Ah 3s 4s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Call|Call|Call|Call	tie
486	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qc3d	4cTc	6c Jc Kd Qh 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Fold|Fold|Raise:2.50	tie
487	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6dQh	5dAd	3c 6c Kc 7h 8s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Call|Fold|Call	tie
488	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	8sAs	JcAd	8c 5d 9d Kd Ts	Raise:2.50	Call	-11.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	4	Raise:2.50|Call|Call|Call|Fold	Call|Call|Call|Call|Call|Call|Fold|Raise:2.50|Call|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Raise:2.50|Fold|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Call	loss
489	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	6cKd	Jh5s	Qc 2d Kh 4s Qs	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Call|Call|Raise:2.50|Call|Call|Raise:2.50	tie
490	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	2cTd	9hAs	8c 9c Kc Ad Qs	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overfold-river-aggression@0.2)	1	Fold	Raise:2.50|Call|Raise:2.50|Call|Call|Call	tie
491	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	7cQs	3sKs	6c 9c Jd 5h 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(passive-big-pots@0.3)	1	Fold	Call|Call|Call|Call|Raise:2.50|Call	tie
492	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	QcJd	6dTh	Jc Ac Qh 2s 8s	Raise:2.50	Fold	68.5000	hall-bootstrap-uniform	gto	4	Raise:2.50|Call|Call|Call	Fold|Fold|Call|Call|Call|Raise:2.50|Call|Fold|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call|Raise:2.50|Call|Call|Call|Call	win
493	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3c7d	2cKc	8d 5h Th 5s As	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	Leak(overcall-big-bets@0.25)	1	Fold	Raise:2.50|Call|Call|Call|Raise:2.50|Fold	tie
494	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Kc2d	8d7h	6c 8c Jc Td Ks	Fold	Fold	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Fold|Call|Call|Call|Raise:2.50|Call	tie
495	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	9dQd	3d4h	Ad 6h 9h 3s As	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Raise:2.50|Raise:2.50|Call|Call|Call	tie
496	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Tc5h	5dJd	2d 4d 3h 4h 7s	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	1	Fold	Call|Raise:2.50|Call|Fold|Fold|Call	tie
497	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Jc8d	8c7d	3c 5c 9c Ad 9h	Fold	Call	-0.0000	hall-bootstrap-uniform	Leak(overbluff-turn-barrel@0.18)	1	Fold	Call|Call|Call|Fold|Call|Raise:2.50	tie
498	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	3dTs	4c6h	3c 4d Td Ad 8h	Fold	Fold	-0.0000	hall-bootstrap-uniform	Tag	1	Fold	Fold|Fold|Call|Call|Call|Raise:2.50	tie
499	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	Qh4s	TcTh	9c Kc 6d 7h Jh	Fold	Raise:2.50	-0.0000	hall-bootstrap-uniform	gto	1	Fold	Raise:2.50|Call|Call|Call|Raise:2.50|Call	tie
500	1	9	Button	UTG	UTG	-	UTG|UTG1|UTG2|Middle|Hijack|Cutoff|Button|SmallBlind|BigBlind	9	QhKh	4h6h	2c Jc 5d 3s 9s	Raise:2.50	Fold	-6.0000	hall-bootstrap-uniform	Leak(preflop-too-loose@0.22)	3	Raise:2.50|Raise:2.50|Fold	Fold|Call|Fold|Fold|Call|Call|Call|Call|Call|Call|Call|Check|Check|Check|Check|Check|Call|Call|Call|Call|Call|Check|Check|Raise:2.50|Call|Call	loss
