hand	heroPosition	heroHole	board	winningsChips	winningsBb	decisions	villainObservations	action
7582	Button	JcAh		100	1.000	1	1	b300f
7583	BigBlind	Qc8d	Tc6s5h	300	3.000	2	3	b200b300c/b300f
7584	Button	9d2h	AdQc6c2s7s	6250	62.500	5	8	b250b750b1250c/kb1250c/kb3750c/kb6250f
7585	BigBlind	2cKh	Jd4c3hTc	600	6.000	3	4	b200b300c/b300c/b600f
7586	Button	9cKh	KcTd4h2s	750	7.500	3	5	b300c/kb450c/kb1150f
7587	BigBlind	Jc3s	8c5h3dJs4c	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
7588	Button	4c3h		750	7.500	2	2	b250b750b1250f
7589	BigBlind	6d8h	Ac4s2d4h	600	6.000	3	4	b200b300c/b300c/b600f
7590	Button	QhQs	QdJd9cJh	1200	12.000	3	5	b300c/kb450c/b450b1900f
7591	BigBlind	Jh8s	KdTd7s7h7d	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7592	Button	6dKd	Qc9d2c	600	6.000	2	3	b300c/b300b600f
7593	BigBlind	2c6c		50	0.500	0	1	f
7594	Button	2cJc	8c6h2d	250	2.500	2	3	b250c/kb400f
7595	BigBlind	Tc3s	8d6d4d	300	3.000	2	3	b200b300c/b300f
7596	Button	QcAh		900	9.000	2	2	b300b900b1800f
7597	BigBlind	9dAh		200	2.000	1	2	b200b450f
7598	Button	4d5s	AsQd9d	250	2.500	2	3	b250c/kb250f
7599	BigBlind	6cQs	Jc6s4d	300	3.000	2	3	b200b300c/b450f
7600	Button	3c8d	Ad8h4h	250	2.500	2	3	b250c/kb400f
7601	BigBlind	8c9d	Qh8h7s2hJs	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
7602	Button	TdTs		100	1.000	1	1	b300f
7603	BigBlind	TsQs	Jc6s5c4c4d	-10800	-108.000	5	6	b200b450c/b450c/b900b2700b4500c/b5400c
7604	Button	8c9h	KsQd5h	1250	12.500	3	4	b250b750b1250c/kb1250f
7605	BigBlind	6h3s		200	2.000	1	2	b200b300f
7606	Button	5d9h	QhQc8cJd5h	-17650	-176.500	5	8	b250c/kb250c/kb500c/kb1500b8000b16650c
7607	BigBlind	7d9d	8c5s4s	300	3.000	2	3	b200b300c/b300f
7608	Button	Tc3d		100	1.000	1	1	b250f
7609	BigBlind	3hTh	6c5d2sKd2c	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7610	Button	8d6h		100	1.000	1	1	b250f
7611	BigBlind	3cQh	Ks9s2s	300	3.000	2	3	b200b300c/b300f
7612	Button	3h5h	Kc8d5s	250	2.500	2	3	b250c/kb400f
7613	BigBlind	QdQh	Ad9s3d8sKh	2900	29.000	4	5	b200b450c/b700c/b1750c/b2900f
7614	Button	4hQh		100	1.000	1	1	b300f
7615	BigBlind	Jc9s	Jd9c3d	300	3.000	2	3	b200b300c/b450f
7616	Button	9dTh		100	1.000	1	1	b300f
7617	BigBlind	6hJs		1800	18.000	2	3	b200b300b1800b3300f
7618	Button	8d6h	AsTh7h	250	2.500	2	3	b250c/kb250f
7619	BigBlind	Kd9s	9d7h5hTcKs	-20000	-200.000	3	3	b200b300b1800b3300b20000c///
7620	Button	4d3s	AsJsTh	250	2.500	2	3	b250c/kb250f
7621	BigBlind	8cJd	Js4h4d	300	3.000	2	3	b200b300c/b450f
7622	Button	8d6h	Ks7h2s4hAh	3000	30.000	5	8	b250c/kb250b750b1250c/kb1500c/kb3000f
7623	BigBlind	AdQh	9h5c3c	3500	35.000	3	4	b200b450b1800b3500c/b5250f
7624	Button	Th4s		100	1.000	1	1	b250f
7625	BigBlind	2c8d	AhKs8c8h9s	0	0.000	4	5	b200b300c/b300c/b900c/b2250c
7626	Button	Th3s	Qh9s5d	250	2.500	2	3	b250c/kb250f
7627	BigBlind	Ac9d	Td7d5c8cQc	-10800	-108.000	6	6	b200b450c/b450b1350b2250c/b2700c/b5400b14600f
7628	Button	Qc7h	Jd9d6h	1800	18.000	3	4	b300b900b1800c/kb1800f
7629	BigBlind	Kh5s	KdQc3c	300	3.000	2	3	b200b300c/b450f
7630	Button	6c2s	AhJs2c	250	2.500	2	3	b250c/kb400f
7631	BigBlind	4c4d		200	2.000	1	2	b200b300f
7632	Button	KdTh	Qd7h6s6h9s	-7200	-72.000	6	8	b300c/kb300b900b1500c/kb1800c/kb3600b16400f
7633	BigBlind	TdKd		200	2.000	1	2	b200b450f
7634	Button	Qc7d	KhTh3c9d	600	6.000	3	5	b300c/kb300c/kb600f
7635	BigBlind	Jc4s		200	2.000	1	2	b200b300f
7636	Button	6cAs	Td9d7d	1800	18.000	3	4	b300b900b1800c/kb1800f
7637	BigBlind	5sTs	QdJc3s	300	3.000	2	3	b200b300c/b300f
7638	Button	7cKs	QdTc5d	300	3.000	2	3	b300c/kb300f
7639	BigBlind	6d4h	9c8d2s	300	3.000	2	3	b200b300c/b300f
7640	Button	3cKc		100	1.000	1	1	b300f
7641	BigBlind	6c2h	AdKsQc	300	3.000	2	3	b200b300c/b300f
7642	Button	2d3h	Qc9d2cJh6h	-6000	-60.000	5	8	b250c/kb250c/kb500b1500b2500c/kb3000c
7643	BigBlind	4c8d	6d5h5d	300	3.000	2	3	b200b300c/b300f
7644	Button	4d5d	8h7c5c	250	2.500	2	3	b250c/kb400f
7645	BigBlind	6d8s	9d5c4cTd2s	-7200	-72.000	6	6	b200b300c/b300b900b1500c/b1800c/b3600b16400f
7646	Button	7h4s	Qc6d2h	250	2.500	2	3	b250c/kb250f
7647	BigBlind	2d5h	Qh3d3cKc8c	1200	12.000	4	5	b200b300c/b300c/b600c/b1200f
7648	Button	2hAh		100	1.000	1	1	b300f
7649	BigBlind	2c5d	AhJs2sAd	600	6.000	3	4	b200b300c/b300c/b600f
7650	Button	Jc6s	As9c6c4s	650	6.500	3	5	b250c/kb400c/kb1000f
7651	BigBlind	8dKs		200	2.000	1	2	b200b300f
7652	Button	7dJs	9c7s7h	1050	10.500	3	4	b250c/kb400b800b2100f
7653	BigBlind	KdTh	8h7s3h6cJh	-20000	-200.000	5	5	b200b450b1800b3500c/b3500c/b7000b13000c/
7654	Button	Ah8s	Td9h2h9s	1200	12.000	3	5	b300c/kb450c/b450b1900f
7655	BigBlind	QcTs	AhAdKdJhTh	11250	112.500	5	6	b200b300c/b300b900b1500c/b2700c/b6750c
7656	Button	5dAd		100	1.000	1	1	b300f
7657	BigBlind	Tc4d		50	0.500	0	1	f
7658	Button	Jh7s	As6d4d	250	2.500	2	3	b250c/kb250f
7659	BigBlind	QdTh	As4d2d	300	3.000	2	3	b200b300c/b300f
7660	Button	KhTs	Jc8h3h	1200	12.000	3	4	b300c/kb300b900b1500f
7661	BigBlind	JhQs		200	2.000	1	2	b200b300f
7662	Button	KcAc	AhTh6hAs7d	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
7663	BigBlind	JcKs		200	2.000	1	2	b200b450f
7664	Button	6c6d	Tc7s3d	300	3.000	2	3	b300c/kb450f
7665	BigBlind	Kc8d		200	2.000	1	2	b200b300f
7666	Button	4c9d		100	1.000	1	1	b250f
7667	BigBlind	JdTs	Jc8d3dKh	750	7.500	3	4	b200b300c/b450c/b1150f
7668	Button	8c9h	QcTd9c	1050	10.500	3	4	b250c/kb400b800b2100f
7669	BigBlind	7sJs	7c6c3sQh	750	7.500	3	4	b200b300c/b450c/b1150f
7670	Button	5hJs	8d6d6c	250	2.500	2	3	b250c/kb250f
7671	BigBlind	9d3h	KcQs2hTc	600	6.000	3	4	b200b300c/b300c/b600f
7672	Button	4h9h	KdQd5cJh	-5000	-50.000	5	6	b250b750b1250c/kb1250c/kb2500b17500f
7673	BigBlind	2dKd	Qh8h4s	300	3.000	2	3	b200b300c/b300f
7674	Button	3d4d		750	7.500	2	2	b250b750b1250f
7675	BigBlind	5c2s	9c8s6c	300	3.000	2	3	b200b300c/b300f
7676	Button	Th9s	8h3s2sKs6c	-5500	-55.000	5	8	b250c/kb250b750b1250c/b500b1000c/b1500b3000c
7677	BigBlind	ThQh	Kh9h4c8h6h	2900	29.000	4	5	b200b450c/b700c/b1750c/b4350f
7678	Button	9hQs	Js6h4d	300	3.000	2	3	b300c/kb300f
7679	BigBlind	Kd7h		200	2.000	1	2	b200b300f
7680	Button	Qc6h	7h7c4s2d3c	7200	72.000	5	8	b300c/kb300c/kb600c/kb1200b6000b10800f
7681	BigBlind	KcTd	KsQh2s4d8d	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
7682	Button	2c4h	Ks8h2d	250	2.500	2	3	b250c/kb400f
7683	BigBlind	QhJs	Td8c5d6c9d	1200	12.000	4	5	b200b300c/b300c/b600c/b1800f
7684	Button	JcAs	Ac9h3h	1800	18.000	3	4	b300b900b1800c/kb2700f
7685	BigBlind	5hTh	AdQdJc5d9d	3600	36.000	5	6	b200b300c/b300b900b1500c/b1800c/b3600f
7686	Button	9d6s	Ad9s4h	250	2.500	2	3	b250c/kb400f
7687	BigBlind	6d6s	AdJh8h2c2d	-3600	-36.000	4	5	b200b450c/b450c/b900c/b1800c
7688	Button	5hJs	Ad9h8c9s6s	-7000	-70.000	5	8	b250c/kb250c/kb500b2500b4500c/b1000b2000c
7689	BigBlind	Th5s	QdTc3d	300	3.000	2	3	b200b300c/b450f
7690	Button	2dJs	AhJh2s5hJc	7900	79.000	5	8	b250b750b1250c/kb1900c/kb4750c/kb11850f
7691	BigBlind	6d7s		200	2.000	1	2	b200b300f
7692	Button	7s9s	8c5d4h3h	500	5.000	3	5	b250c/kb250c/kb500f
7693	BigBlind	Ad3s	AsAc7h2c8c	-20000	-200.000	5	6	b200b300c/b450b1500b3400c/b5550c/b10750c
7694	Button	2dAd	As8s6cKhAh	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
7695	BigBlind	JsKs	QhJc8dAh	1150	11.500	3	4	b200b450c/b700c/b1150f
7696	Button	7cTc	AsTs8s	500	5.000	2	3	b250c/b250b800f
7697	BigBlind	Qc6s	8s3s3h	300	3.000	2	3	b200b300c/b300f
7698	Button	9c6d	8h5c4h3s	2000	20.000	4	6	b250c/kb250c/kb500b1500b2500f
7699	BigBlind	2cKs	Qs8c4s	300	3.000	2	3	b200b300c/b300f
7700	Button	6cJs		6750	67.500	3	3	b250b750b1250b6750b12250f
7701	BigBlind	3dAh		50	0.500	0	1	f
7702	Button	8cAs	JdTd9s6c	1300	13.000	3	5	b300c/b300b1000c/kb1300f
7703	BigBlind	5d2s	AcKhQc	300	3.000	2	3	b200b300c/b300f
7704	Button	2h7h	AsQd7c	250	2.500	2	3	b250c/kb400f
7705	BigBlind	2sKs		50	0.500	0	1	f
7706	Button	Tc5d		750	7.500	2	2	b250b750b1250f
7707	BigBlind	AdJh	KsJc5d7h2d	14800	148.000	5	6	b200b450c/b700c/b1750b6050b13650c/b5200f
7708	Button	2c3h		100	1.000	1	1	b250f
7709	BigBlind	Kc7s	KhQc7d	300	3.000	2	3	b200b300c/b450f
7710	Button	4h6s		100	1.000	1	1	b250f
7711	BigBlind	7d4s	Js8h6s7h	600	6.000	3	4	b200b300c/b300c/b600f
7712	Button	5cJs	8h8d7c9cAd	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
7713	BigBlind	5hTh	JsJd6c7cKc	-20000	-200.000	5	5	b200b300b1800b3300c/b3300b7500b11700b16700c//
7714	Button	5c4s	AdJs6d	1250	12.500	3	4	b250b750b1250c/kb1250f
7715	BigBlind	Qc7d	KhKd5c9dTc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7716	Button	8d9h	QhQc7sAs	3000	30.000	4	6	b250b750b1250c/b250b500c/b1250b2500f
7717	BigBlind	5cAc	JhTs2sAs	900	9.000	3	4	b200b450c/b450c/b1350f
7718	Button	TsJs	Qs9d4h	300	3.000	2	3	b300c/kb450f
7719	BigBlind	2c3s	9h4c3d	300	3.000	2	3	b200b300c/b450f
7720	Button	Th2s	Kd7d3s	250	2.500	2	3	b250c/kb250f
7721	BigBlind	6hAs	Ah5h3cJs2s	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
7722	Button	2h7s	Js8d6dKd	-6500	-65.000	5	6	b250b750b1250c/kb1250c/b2000b4000b17500f
7723	BigBlind	TsJs		200	2.000	1	2	b200b300f
7724	Button	TcAc	QcJh3sAs9s	1900	19.000	4	7	b300c/kb450c/kb1150c/kb2850f
7725	BigBlind	7d8d	Td6s2h3sTc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7726	Button	6c2s	Td5c4s4d2h	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
7727	BigBlind	Kc7d		200	2.000	1	2	b200b300f
7728	Button	Kc7d		100	1.000	1	1	b300f
7729	BigBlind	8hAh	Tc9d2sKc	900	9.000	3	4	b200b450c/b450c/b900f
7730	Button	4cQh	Qs3h2h	500	5.000	2	3	b250c/b250b800f
7731	BigBlind	5hQh	Ad6c5d	300	3.000	2	3	b200b300c/b300f
7732	Button	4dQh	KsJs2h	250	2.500	2	3	b250c/kb250f
7733	BigBlind	8hTh	As8d6c	300	3.000	2	3	b200b300c/b450f
7734	Button	5dAd	7d4s4d	300	3.000	2	3	b300c/kb450f
7735	BigBlind	2h3s	QhJs9sQs5h	13200	132.000	5	6	b200b300b1800b3300c/b3300c/b6600c/b6800f
7736	Button	2cJh		750	7.500	2	2	b250b750b1250f
7737	BigBlind	Td9s	KhQdJh	300	3.000	2	3	b200b300c/b450f
7738	Button	3dQh	AhTc8s6d	2500	25.000	4	6	b250b750b1250c/kb1250c/kb2500f
7739	BigBlind	3hKs	AhQs6s7c	600	6.000	3	4	b200b300c/b300c/b600f
7740	Button	2hJs	AhQs3h	250	2.500	2	3	b250c/kb250f
7741	BigBlind	2cKc	AdTd2hQhKs	3000	30.000	4	5	b200b300c/b300c/b600c/b1800c
7742	Button	3dQh	8s7h3s	250	2.500	2	3	b250c/kb400f
7743	BigBlind	7c8c	Th9h7hTd9s	3600	36.000	5	6	b200b300c/b300b900b1500c/b1800c/b3600f
7744	Button	4hKh	Td5c4c3d8h	5200	52.000	4	7	b300c/b300b1000c/b1100b3900c/kb7800f
7745	BigBlind	2dJs		50	0.500	0	1	f
7746	Button	6c7d	QhJd8sTs7h	-2000	-20.000	4	7	b250c/kb250c/kb500c/kb1000c
7747	BigBlind	8dTh	QcTd3s4d	5400	54.000	4	5	b200b300c/b450c/b1150b4650b10150f
7748	Button	2cAs		100	1.000	1	1	b300f
7749	BigBlind	5d5h		50	0.500	0	1	f
7750	Button	3s6s	Ad9h4c3dAh	-20000	-200.000	6	8	b250c/kb250b1250b2250c/kb3750c/kb9400b13750c
7751	BigBlind	5c6s	AsTd8c	300	3.000	2	3	b200b300c/b300f
7752	Button	Qd7h	QsTh2c8sAh	-20000	-200.000	4	3	b300b900b1800b8100b15550b20000c///
7753	BigBlind	7c2h		200	2.000	1	2	b200b300f
7754	Button	7c7h	AcJc9h	1800	18.000	3	4	b300b900b1800c/kb2700f
7755	BigBlind	7d9s	5s3d2cAsAd	-7200	-72.000	5	6	b200b300c/b300c/b600c/b1200b3600b6000c
7756	Button	8dKh		100	1.000	1	1	b300f
7757	BigBlind	7hQh	Ac9s7s6h	600	6.000	3	4	b200b300c/b300c/b600f
7758	Button	Ac6s	AhKd2c6h	750	7.500	3	5	b300c/kb450c/kb1150f
7759	BigBlind	6sKs	Td4h3c2s	600	6.000	3	4	b200b300c/b300c/b600f
7760	Button	JhKh	5h4d3s	300	3.000	2	3	b300c/kb300f
7761	BigBlind	4c8s		50	0.500	0	1	f
7762	Button	KcTh	8s3d2h4h	-6000	-60.000	5	6	b300c/kb300c/kb600b3000b5400b19400f
7763	BigBlind	5cJs	Qs7c6c	300	3.000	2	3	b200b300c/b300f
7764	Button	KdKh	Ac7h2s	600	6.000	2	3	b300c/b300b1000f
7765	BigBlind	KdQh		200	2.000	1	2	b200b450f
7766	Button	5cQd	KdQh6h	250	2.500	2	3	b250c/kb400f
7767	BigBlind	Ac4d		1800	18.000	2	3	b200b300b1800b3300f
7768	Button	8dKh	JhTc7s9c4s	1500	15.000	4	7	b300c/kb300c/kb900c/kb2250f
7769	BigBlind	Jh3s	AdKh2d7s	4800	48.000	4	5	b200b300c/b300b2400b4500c/b4800f
7770	Button	6c4d	8d5h3s	250	2.500	2	3	b250c/kb250f
7771	BigBlind	4c6s		50	0.500	0	1	f
7772	Button	Kd6s	AcQcTs	300	3.000	2	3	b300c/kb300f
7773	BigBlind	2hKh	KcTc3d6c	750	7.500	3	4	b200b300c/b450c/b1150f
7774	Button	4cTd		100	1.000	1	1	b250f
7775	BigBlind	Qd9h	7d6h2sJd5d	7200	72.000	5	6	b200b300c/b300c/b600c/b1200b6000b10800f
7776	Button	8sKs		100	1.000	1	1	b300f
7777	BigBlind	7hKs	6s4c3s	300	3.000	2	3	b200b300c/b300f
7778	Button	2dTs		100	1.000	1	1	b250f
7779	BigBlind	7dKs		50	0.500	0	1	f
7780	Button	Td6s	QcTs3hAd	3150	31.500	4	6	b250b750b1250c/kb1900c/kb4750f
7781	BigBlind	7dJs	Ts8c4d9c4c	10800	108.000	5	6	b200b300c/b300c/b900c/b2250b9300b18500f
7782	Button	7h5s	Td6h5h	250	2.500	2	3	b250c/kb400f
7783	BigBlind	6dAd	Ah8d7d	450	4.500	2	3	b200b450c/b700f
7784	Button	Qh6s	AdTc8h5c5s	7200	72.000	5	8	b300c/kb300c/kb600c/kb1200b6000b10800f
7785	BigBlind	2c3c	Qh4d2hQc	750	7.500	3	4	b200b300c/b450c/b1150f
7786	Button	5cAd		100	1.000	1	1	b300f
7787	BigBlind	9cTh		200	2.000	1	2	b200b300f
7788	Button	2h7s	Td9c2dJdKc	-2650	-26.500	4	7	b250c/kb400c/b350b700c/b650b1300c
7789	BigBlind	7dQd		50	0.500	0	1	f
7790	Button	2dQs	KcTh5hQc	3000	30.000	4	6	b250b750b1250c/b250b500c/b1250b4800f
7791	BigBlind	JdJh	As3c2s2c	1150	11.500	3	4	b200b450c/b700c/b1750f
7792	Button	6d9h	Ah5c2sKdQh	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
7793	BigBlind	3c6d	Ah6h2d	300	3.000	2	3	b200b300c/b450f
7794	Button	QcKc		100	1.000	1	1	b300f
7795	BigBlind	3cJd	Jh5s4s	300	3.000	2	3	b200b300c/b450f
7796	Button	7c2s	AcJc8s	1000	10.000	3	4	b250c/kb250b750b1250f
7797	BigBlind	2h8s	5h4c3d	300	3.000	2	3	b200b300c/b300f
7798	Button	QdKs	KdJh4dKh9h	4750	47.500	4	7	b300c/kb450c/kb1150c/kb2850c
7799	BigBlind	Ah2s	Jd8d6hAdQd	1500	15.000	4	5	b200b300c/b300c/b900c/b1500f
7800	Button	Qc3s	As9s7sJdAh	1000	10.000	4	7	b250c/kb250c/kb500c/kb1000f
7801	BigBlind	JdJs	4s4d3c	3500	35.000	3	4	b200b450b1800b3500c/b5250f
7802	Button	JcKs	7h4c2c8d	-3600	-36.000	5	6	b300c/kb300c/kb600b1800b3000b19400f
7803	BigBlind	Td5h	Qd9c6d5c	600	6.000	3	4	b200b300c/b300c/b900f
7804	Button	2d7s	Ts8d3d7c	4500	45.000	4	6	b250b750b1250c/kb1250c/b2000b7250f
7805	BigBlind	8dJs	KsTd7c	300	3.000	2	3	b200b300c/b300f
7806	Button	5hTs	QhTh7s	500	5.000	2	3	b250c/b250b800f
7807	BigBlind	5h8h	4h3c2c3d	7200	72.000	5	6	b200b300c/b300b900b1500c/b1800b5400b9000f
7808	Button	3cAd	7c6d5dTs4c	5100	51.000	4	7	b300c/kb300c/kb600c/b1200b3900c
7809	BigBlind	Jd8h	Ac8c4c	300	3.000	2	3	b200b300c/b300f
7810	Button	Kc8s	Qc9s3sQsTh	-18000	-180.000	5	8	b300c/kb300c/b600b1200c/kb1800b9000b16200c
7811	BigBlind	7cJh	Jd6s4h9cTc	1900	19.000	4	5	b200b300c/b450c/b1150c/b2850f
7812	Button	2d2s		100	1.000	1	1	b250f
7813	BigBlind	4c8h	Jc9c2d7s	600	6.000	3	4	b200b300c/b300c/b600f
7814	Button	2dJh	7s6c5s3h	500	5.000	3	5	b250c/kb250c/kb500f
7815	BigBlind	6dAh		200	2.000	1	2	b200b300f
7816	Button	9cTh		750	7.500	2	2	b250b750b1500f
7817	BigBlind	8hTh		200	2.000	1	2	b200b300f
7818	Button	4dAh		100	1.000	1	1	b300f
7819	BigBlind	3dJd	Jc7s2d	300	3.000	2	3	b200b300c/b450f
7820	Button	5hQh	KsJd4sAs9d	1200	12.000	4	7	b300c/kb300c/kb600c/kb1200f
7821	BigBlind	JdKs	9c7d4dTcAc	-20000	-200.000	5	5	b200b450b1800b3500c/b3500c/b7000b13000c/
7822	Button	4c9c	9s8c7d	250	2.500	2	3	b250c/kb400f
7823	BigBlind	4h2s	AhJd9d6h2h	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7824	Button	Ad2h	QcJc8h	300	3.000	2	3	b300c/kb300f
7825	BigBlind	Ad4s	Jh8s5hJdQc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7826	Button	Qc9h	Kc9s6cAs9c	-8150	-81.500	4	7	b300c/b300b1000c/kb1950c/kb4900c
7827	BigBlind	5h3s	8s8c3d7h4d	-4750	-47.500	4	5	b200b300c/b450c/b1150c/b2850c
7828	Button	8cQh	Js9c2s	-3000	-30.000	4	4	b300c/kb300b1500b2700b19700f
7829	BigBlind	9cJd	QdQcTdAs	600	6.000	3	4	b200b300c/b300c/b600f
7830	Button	Kc2h	AsTd9d	300	3.000	2	3	b300c/kb300f
7831	BigBlind	2d6d		200	2.000	1	2	b200b300f
7832	Button	2cAh		100	1.000	1	1	b300f
7833	BigBlind	6d5s		200	2.000	1	2	b200b300f
7834	Button	Jd2h	Ts6s2c	9000	90.000	4	5	b250b750b1250c/b250b2300b7750b17150f
7835	BigBlind	KdAh	9h8s5d	450	4.500	2	3	b200b450c/b450f
7836	Button	4s6s	3d2s2h9c4d	-7500	-75.000	5	8	b250c/kb250c/kb500b1500b2500c/kb4500c
7837	BigBlind	3d9s		50	0.500	0	1	f
7838	Button	4hKh	8h8c5dTh	750	7.500	3	5	b300c/kb450c/kb1150f
7839	BigBlind	5sAs	Ah8s7s3h	8750	87.500	4	5	b200b450b1800b3500c/b5250c/b11250f
7840	Button	5c3s	Qc5h2hTd	650	6.500	3	5	b250c/kb400c/kb1000f
7841	BigBlind	7c9c	Ac7h4d	300	3.000	2	3	b200b300c/b450f
7842	Button	Ac4h		900	9.000	2	2	b300b900b1800f
7843	BigBlind	4c5h		50	0.500	0	1	f
7844	Button	7c8s	QsQcJc	500	5.000	2	3	b250c/b250b500f
7845	BigBlind	9c3d	AdQdTdJd6c	20000	200.000	5	5	b200b300c/b300b1500b2700c/b4500b17000c/
7846	Button	2c6h	KhJhJc	500	5.000	2	3	b250c/b250b500f
7847	BigBlind	4c6d	8d8c2s	3300	33.000	3	4	b200b300b1800b3300c/b3300f
7848	Button	5hTh	Kc8s2sKs4h	-10000	-100.000	5	8	b250c/kb250c/kb500c/kb1000b5000b9000c
7849	BigBlind	6d5h	Kh6h4s	300	3.000	2	3	b200b300c/b450f
7850	Button	9d4s	Kd9h5c3s	4500	45.000	4	6	b250c/kb400c/kb1000b3850b8450f
7851	BigBlind	2h2s	Ks4c2d	300	3.000	2	3	b200b300c/b450f
7852	Button	4sQs		100	1.000	1	1	b300f
7853	BigBlind	9d9h	Jd8s2c8c	1150	11.500	3	4	b200b450c/b700c/b1750f
7854	Button	8cAc		100	1.000	1	1	b300f
7855	BigBlind	4dAd	9d7h6s7sQh	-20000	-200.000	5	5	b200b450c/b450c/b900b4500b8100b19100c/
7856	Button	Jd5h		100	1.000	1	1	b250f
7857	BigBlind	TdQh	Jh9s5s6d	600	6.000	3	4	b200b300c/b300c/b600f
7858	Button	5d6d	KsQs4cAh	750	7.500	3	5	b250c/b250b500c/kb750f
7859	BigBlind	4sTs	9s8h8c2c	600	6.000	3	4	b200b300c/b300c/b600f
7860	Button	Jc9h	9s5d3h	300	3.000	2	3	b300c/kb450f
7861	BigBlind	3s6s	Ks9s2c2d6c	-15000	-150.000	5	6	b200b300c/b300c/b600b3000b5400c/b9000c
7862	Button	5d6d		100	1.000	1	1	b250f
7863	BigBlind	3cJc	Js9c5d7c	750	7.500	3	4	b200b300c/b450c/b1150f
7864	Button	Qh4s	Js7c4c	1050	10.500	3	4	b250c/kb400b800b2100f
7865	BigBlind	3d6s	AhJd6d5dKc	-2400	-24.000	4	5	b200b300c/b300c/b600c/b1200c
7866	Button	Qc9h	6h6d5dAd	600	6.000	3	5	b300c/kb300c/kb600f
7867	BigBlind	2dAh	Kh8d3h	300	3.000	2	3	b200b300c/b300f
7868	Button	6s7s	Td9c4s	250	2.500	2	3	b250c/kb250f
7869	BigBlind	5h3s	KcQh8s	300	3.000	2	3	b200b300c/b300f
7870	Button	9h4s	TsTh3c	250	2.500	2	3	b250c/kb250f
7871	BigBlind	TdQh	Ad9h9c	300	3.000	2	3	b200b300c/b300f
7872	Button	Kh7s	Ts8s3h	300	3.000	2	3	b300c/kb300f
7873	BigBlind	7dTh	AcQcJs	300	3.000	2	3	b200b300c/b300f
7874	Button	5cKc		100	1.000	1	1	b300f
7875	BigBlind	2dJd		200	2.000	1	2	b200b300f
7876	Button	2hQs		100	1.000	1	1	b250f
7877	BigBlind	3c8h	Kh5s3s9d	750	7.500	3	4	b200b300c/b450c/b1150f
7878	Button	TcKh	Ac6s5s9c4s	-2400	-24.000	4	7	b300c/kb300c/kb600c/kb1200c
7879	BigBlind	6d5s		50	0.500	0	1	f
7880	Button	5c4h	7d7c3hQh	500	5.000	3	5	b250c/kb250c/kb500f
7881	BigBlind	KhAh	KdQc6c3s	1150	11.500	3	4	b200b450c/b700c/b1750f
7882	Button	4c8h	Qs8d3h2hTc	1650	16.500	4	7	b250c/kb400c/kb1000c/kb2500f
7883	BigBlind	Jh9s	9h7d3dAcJs	20000	200.000	3	3	b200b300b1800b3300b20000c///
7884	Button	3c9d	Qs5s3hKh	650	6.500	3	5	b250c/kb400c/kb1000f
7885	BigBlind	9cTh	8d5c4d	300	3.000	2	3	b200b300c/b300f
7886	Button	4d7s	8s6d3s	250	2.500	2	3	b250c/kb250f
7887	BigBlind	5dJd	As4h2c2d	600	6.000	3	4	b200b300c/b300c/b600f
7888	Button	3h7s	Qd5h2d	250	2.500	2	3	b250c/kb250f
7889	BigBlind	3s4s	AhTs9h	-6600	-66.000	4	4	b200b300b1800b3300c/b3300b16700f
7890	Button	3dJs		750	7.500	2	2	b250b750b1250f
7891	BigBlind	2c9s		200	2.000	1	2	b200b300f
7892	Button	9hAs		100	1.000	1	1	b300f
7893	BigBlind	6hQh	Kc6c5s3c	3600	36.000	4	5	b200b300c/b450c/b1150b2850b7000f
7894	Button	5c9d	AdJd5s7c	4500	45.000	4	6	b250b750b1250c/kb1900c/b1350b7100f
7895	BigBlind	2s6s	Qd5d4c	300	3.000	2	3	b200b300c/b300f
7896	Button	Qd6h	TsTd9c7s	10800	108.000	5	7	b300c/kb300b900b1500c/kb1800b9000b16200f
7897	BigBlind	ThTs	9d8s4h	450	4.500	2	3	b200b450c/b700f
7898	Button	Ac7s	Jd5h2s	300	3.000	2	3	b300c/kb300f
7899	BigBlind	9c4h		50	0.500	0	1	f
7900	Button	3d9h	Jh6h5h5sTh	1000	10.000	4	7	b250c/kb250c/kb500c/kb1500f
7901	BigBlind	Qc6s	5s5d3h	300	3.000	2	3	b200b300c/b300f
7902	Button	3s9s	Tc7d6hKd4c	-10000	-100.000	5	8	b250b750b1250c/kb1250c/kb2500c/kb5000c
